city/district,waste_type,waste_generated_(tons/day),recycling_rate_(%),population_density_(people/km²),municipal_efficiency_score_(1_10),disposal_method,cost_of_waste_management_(₹/ton),awareness_campaigns_count,landfill_name,"landfill_location_(lat,_long)",landfill_capacity_(tons),year,waste_reduction_initiatives,industrial_symbiosis_index,community_participation_score,green_technology_adoption,recycling_infrastructure_rating
Thiruvananthapuram,Hazardous,3598,84,18418,10,Landfill,2156,15,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,7.7068206448873084,9.266851474399422,7.840979317142438,7.932443446047186,86.85771541562714
Indore,Organic,9725,81,2929,7,Composting,3629,19,Indore Landfill,"24.6237, 95.1044",61142,1970,8.92839019797525,3.1010741172040475,5.55660518750218,8.538315728651316,77.06215371516784
Indore,Hazardous,5566,78,2929,5,Composting,1566,13,Indore Landfill,"24.6237, 95.1044",61142,1970,5.750045270879252,6.764547091727686,4.28039032668912,7.559670838950415,78.55471692392935
Ranchi,Construction,9588,36,17422,8,Landfill,4717,10,Ranchi Landfill,"13.4978, 84.8338",98646,1970,5.765261283813179,6.661473724002903,5.875643378580584,3.771093157085976,33.805263362057865
Amritsar,Plastic,6035,64,12612,9,Incineration,4276,11,Amritsar Landfill,"22.6059, 88.4682",31477,1970,6.086167531360411,7.878309155938961,5.740096965169614,5.925769598764352,63.607438697224126
Pune,E-Waste,8407,61,12547,6,Composting,3974,3,Pune Landfill,"28.7237, 84.2278",49524,1970,2.436126390233249,8.531602489014688,3.208573289573082,5.656978726997368,59.40888586411823
Nagpur,Plastic,8211,56,19087,10,Incineration,3459,1,Nagpur Landfill,"35.7049, 71.8706",49830,1970,2.6624405143899925,6.969484184252321,4.615257751268271,5.443386702177644,55.87062278993496
Kolkata,Hazardous,2740,34,17335,8,Recycling,1795,7,Kolkata Landfill,"16.068, 72.6096",80985,1970,4.438120105950766,6.822722847545418,5.464401589629553,3.7525474212459695,33.09090456251311
Pune,Construction,1089,85,12547,6,Composting,798,14,Pune Landfill,"28.7237, 84.2278",49524,1970,6.30138069640971,7.823070267634063,5.628030059771422,8.082272324277062,88.42408056803579
Pune,Plastic,8897,48,12547,6,Incineration,4355,15,Pune Landfill,"28.7237, 84.2278",49524,1970,7.134109978119168,9.204102258508776,6.381773744058933,5.103804890483476,46.99643161437694
Nashik,Hazardous,9685,39,2929,10,Incineration,2012,16,Nashik Landfill,"14.6177, 91.4568",63245,1970,7.881626387385699,5.781217656482024,4.811541901774373,3.7319715047358457,38.79131441402622
Guwahati,Hazardous,3115,46,22866,6,Composting,4252,17,Guwahati Landfill,"19.7894, 85.8429",60935,1970,7.291106279462769,7.722941134007343,8.559242590065136,4.933644010475172,46.19534075349667
Agra,Organic,9052,51,4629,5,Incineration,3074,8,Agra Landfill,"32.4069, 92.1176",82082,1970,3.9910042254517455,2.8993635866748466,3.127310263817197,4.996992162207475,53.7251257054249
Bhopal,Construction,7209,52,4071,5,Recycling,3052,2,Bhopal Landfill,"18.3203, 75.8314",83130,1970,1.724002665471178,8.210552430247073,1.26962486945036,4.864405529078878,48.72394188512797
Delhi,Organic,7143,69,14376,9,Landfill,682,16,Delhi Landfill,"30.2591, 91.9376",74509,1970,7.689562697100786,3.0546583757386427,7.379671064286703,7.390679157065766,67.87210502388352
Thiruvananthapuram,E-Waste,8079,39,18418,6,Recycling,1230,7,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,3.688995790959435,5.71933131914655,6.066832437382982,3.966605258905463,37.34360745406953
Jodhpur,Organic,8728,33,6465,7,Composting,4367,8,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,4.665902013023109,4.777138996430406,3.593465907599001,3.634947205694404,32.35594369101588
Mumbai,Plastic,6569,48,11191,5,Landfill,4287,16,Mumbai Landfill,"22.4265, 77.4931",45575,1970,7.050345419315155,9.237297263673264,6.233456556045543,5.064353386436427,44.63468261175463
Kolkata,Construction,1989,45,17335,7,Recycling,2795,8,Kolkata Landfill,"16.068, 72.6096",80985,1970,4.645227580313941,7.450627224172115,5.784462667686875,4.816973907271837,45.26385593354392
Madurai,Hazardous,8167,55,19454,6,Incineration,3261,15,Madurai Landfill,"13.1884, 95.8263",51929,1970,6.610029295431013,6.491138323231496,8.089078175960212,5.001112094196188,51.176718898696485
Mumbai,Plastic,6610,68,11191,9,Composting,3056,14,Mumbai Landfill,"22.4265, 77.4931",45575,1970,7.124247082209114,6.673589902564461,5.677174395487456,6.367255913967368,66.8123771838626
Varanasi,Organic,7387,42,7976,9,Recycling,3131,10,Varanasi Landfill,"35.156, 83.0516",79314,1970,6.01996050748007,4.610957731150828,4.482437866293432,4.505648805363341,42.7766240108469
Rajkot,E-Waste,9144,38,23232,10,Landfill,1079,11,Rajkot Landfill,"30.6193, 68.7432",62818,1970,6.657174188753261,5.62848660045126,7.644233554592746,3.706590537359472,36.59054312877823
Visakhapatnam,Hazardous,5910,39,12359,5,Landfill,3743,15,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,6.548274761849199,7.865672296031679,6.00928356323876,3.508044559376407,37.70034622900513
Coimbatore,E-Waste,7649,53,12073,10,Landfill,2381,4,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,3.741812125517321,6.666775037274313,3.762798986112986,5.758118008919434,55.475307515024
Agra,E-Waste,5525,56,4629,8,Recycling,3618,4,Agra Landfill,"32.4069, 92.1176",82082,1970,3.1768181134515623,9.567450955913122,1.816880037564665,5.89381810390804,55.05747251859496
Jodhpur,Hazardous,5907,68,6465,9,Incineration,4668,16,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,7.836307906337312,9.827324318245616,5.04435189438957,6.311302536589023,69.89918914272897
Surat,Construction,711,60,24032,7,Landfill,4375,19,Surat Landfill,"32.805, 89.0238",38471,1970,8.636893479388755,9.306507414711906,9.72690010646797,6.1151291405412,59.64181342996769
Visakhapatnam,E-Waste,545,68,12359,5,Incineration,4818,10,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,4.697725258261549,8.796214193358866,4.840875044715709,6.798129943548043,67.678737760949
Nagpur,Hazardous,8479,57,19087,5,Incineration,3518,13,Nagpur Landfill,"35.7049, 71.8706",49830,1970,6.062208514160287,8.736224261388836,7.157777638503786,6.190108846086866,56.715706926118905
Rajkot,Plastic,3136,37,23232,8,Incineration,4999,1,Rajkot Landfill,"30.6193, 68.7432",62818,1970,2.255314657027244,7.62462783573068,4.652601165968394,3.5409585714355587,39.10797154236575
Hyderabad,Plastic,7858,79,7927,7,Composting,3494,8,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.417693805249803,9.519495737836683,3.1685869518230603,7.5296789782242355,75.80480166080913
Jodhpur,E-Waste,7810,61,6465,7,Recycling,2751,7,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,4.103190705481508,6.081441431004955,2.608827111934115,5.640258003009232,61.44846948907058
Mumbai,Hazardous,5032,44,11191,7,Recycling,2221,16,Mumbai Landfill,"22.4265, 77.4931",45575,1970,7.200813545602537,7.148632039216201,5.900670336775916,4.648183912048847,44.9163362295774
Amritsar,Hazardous,2868,39,12612,9,Landfill,4327,12,Amritsar Landfill,"22.6059, 88.4682",31477,1970,6.655678781194381,7.817998935382112,5.825140925975397,3.707216417021271,39.286097539757904
Nagpur,Hazardous,2698,60,19087,6,Composting,4250,13,Nagpur Landfill,"35.7049, 71.8706",49830,1970,6.392331932515271,8.202690990109515,7.501528951741902,5.872508931553466,62.38341499421413
Patna,Plastic,2480,54,16101,6,Composting,2899,1,Patna Landfill,"18.5496, 94.8411",67316,1970,1.6339483090690807,8.816680292374773,3.4314731544600034,5.050472271005997,55.20618936989767
Vadodara,E-Waste,9199,35,21598,10,Composting,4382,18,Vadodara Landfill,"31.3853, 71.6585",24927,1970,9.177432431705489,7.982606146174608,8.80337973670577,3.562188811064525,31.79945779099258
Rajkot,E-Waste,6532,77,23232,5,Landfill,3045,10,Rajkot Landfill,"30.6193, 68.7432",62818,1970,4.533494494287472,5.742181430130488,7.556998922008706,7.89783278550517,76.27376667768887
Patna,Hazardous,2450,81,16101,6,Composting,2554,9,Patna Landfill,"18.5496, 94.8411",67316,1970,4.430459361727704,8.469838970173246,5.935734383303325,8.177891112694088,83.11473661075645
Kanpur,E-Waste,3758,62,18697,6,Composting,2497,20,Kanpur Landfill,"13.0189, 89.182",22690,1970,8.446300216495677,8.2803765525799,8.641023021078546,6.3678679067008135,63.101595144547325
Chennai,Plastic,1760,68,21430,8,Incineration,2871,18,Chennai Landfill,"29.4633, 80.8873",65486,1970,8.765841728249601,7.299696333455453,9.09135036077257,6.453691042844204,72.54486944089376
Meerut,Construction,4495,56,7178,9,Incineration,510,5,Meerut Landfill,"14.3552, 72.9863",56989,1970,3.893241834810037,6.949638423128449,2.2625543991936112,5.703150120122947,55.48039971846497
Delhi,Organic,2224,84,14376,10,Landfill,3219,4,Delhi Landfill,"30.2591, 91.9376",74509,1970,3.641105386784415,2.914947866239084,4.469993099196115,8.463395350712641,88.3301121356132
Visakhapatnam,Plastic,9354,73,12359,6,Landfill,1758,16,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,7.5764047022036785,6.850478055475143,6.867604632964804,6.905483427461036,72.13445223282322
Jaipur,Organic,8991,49,2335,9,Landfill,4032,15,Jaipur Landfill,"11.6909, 94.4267",71127,1970,7.451810407919154,3.801516897879926,4.265470309831105,4.956784910928188,48.4050355982523
Nashik,Organic,1400,69,2929,6,Composting,4894,10,Nashik Landfill,"14.6177, 91.4568",63245,1970,4.869013525143856,3.4744300238753896,3.217148488688196,6.633332822649327,70.91340637277132
Patna,Construction,8770,85,16101,5,Landfill,4856,16,Patna Landfill,"18.5496, 94.8411",67316,1970,6.922864408058933,7.666965902569024,7.504559142258764,8.05560552168046,85.66521502064839
Jodhpur,Hazardous,2721,58,6465,9,Incineration,3965,17,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,8.199224300380532,8.126060336497936,5.309488040915935,5.697684414433055,54.77686528179434
Visakhapatnam,Organic,4528,78,12359,8,Recycling,2938,18,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,8.530885652882223,4.656122250881309,6.895874982598778,7.3415789598465935,74.9143935635142
Kanpur,Construction,2431,64,18697,6,Recycling,4364,19,Kanpur Landfill,"13.0189, 89.182",22690,1970,8.209393161708999,7.87407058751022,9.090950232318791,6.1344256000115145,64.42547955171533
Bhopal,Hazardous,9834,44,4071,6,Recycling,4541,6,Bhopal Landfill,"18.3203, 75.8314",83130,1970,3.676351136021766,8.68437952098041,2.071289155721796,4.392819584532825,43.637101861504966
Rajkot,Hazardous,2669,85,23232,10,Incineration,2793,17,Rajkot Landfill,"30.6193, 68.7432",62818,1970,8.442972853812865,7.590444310262766,9.376313373226608,8.600912005659087,82.62153506984575
Hyderabad,E-Waste,1598,61,7927,8,Landfill,3658,4,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.266783201317024,7.642914796863423,2.4611231788223424,6.0845379950800105,59.7453731080974
Coimbatore,Hazardous,747,59,12073,7,Recycling,4295,4,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,3.045966982324213,8.473930346215687,3.28971196383938,6.2861817721293445,57.06390848297951
Mumbai,Hazardous,4505,54,11191,10,Composting,3655,4,Mumbai Landfill,"22.4265, 77.4931",45575,1970,3.6340527124451074,6.2652601394434,3.2312271441506137,5.683738251075236,54.80096277301266
Pune,Hazardous,9234,31,12547,7,Landfill,2438,15,Pune Landfill,"28.7237, 84.2278",49524,1970,7.199480448886452,7.854241735359405,6.258482989359297,3.4895193110437632,27.33663550558795
Chennai,Organic,8394,72,21430,6,Incineration,4236,15,Chennai Landfill,"29.4633, 80.8873",65486,1970,7.008363468271443,5.938646831294959,8.674685987152646,7.054924660877011,72.29104239553648
Bhopal,Plastic,9364,83,4071,10,Landfill,892,11,Bhopal Landfill,"18.3203, 75.8314",83130,1970,6.091574482862413,7.925364447675296,3.4222908064597823,8.34669568207213,81.75593038889124
Pune,Plastic,3578,39,12547,7,Recycling,2681,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.806559154305422,8.80324817761567,5.16027822397003,4.125006076299119,34.56636232129187
Madurai,Hazardous,577,83,19454,7,Recycling,4530,18,Madurai Landfill,"13.1884, 95.8263",51929,1970,7.98018219106335,7.094022791643055,9.0155857854196,8.718397542081558,82.73566128871126
Patna,Plastic,7850,30,16101,9,Recycling,2453,0,Patna Landfill,"18.5496, 94.8411",67316,1970,1.928984131665886,6.596438197674197,3.790692975895917,2.9709602524347334,29.69657113284554
Bengaluru,Hazardous,941,63,18195,5,Landfill,3733,6,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,3.205466259329964,8.168464323089792,4.848267184870867,6.448638956768815,61.33587739030029
Madurai,Organic,5760,60,19454,8,Composting,3266,4,Madurai Landfill,"13.1884, 95.8263",51929,1970,3.374618731950141,3.9892985070520206,4.730962169772275,5.717891379626744,59.55136205824379
Ludhiana,Plastic,8158,68,8678,9,Composting,2719,13,Ludhiana Landfill,"10.3062, 77.427",69241,1970,6.624714814517735,8.878912206676794,5.210683035429797,6.711303972066231,68.71133789712646
Pune,Hazardous,1623,57,12547,5,Composting,3589,20,Pune Landfill,"28.7237, 84.2278",49524,1970,8.097855832187982,8.759950286182194,7.111831322120262,5.658431424131438,59.55903733952032
Bhopal,Hazardous,8117,44,4071,6,Composting,1207,14,Bhopal Landfill,"18.3203, 75.8314",83130,1970,6.189981112313718,8.402407031998171,4.36950585352234,4.17163318127437,44.8481337230369
Indore,Hazardous,7020,79,2929,6,Composting,3768,18,Indore Landfill,"24.6237, 95.1044",61142,1970,7.597499997545232,9.44607487066254,4.993750844116679,7.609059373706846,74.84882398184294
Kanpur,E-Waste,8691,36,18697,9,Recycling,2462,14,Kanpur Landfill,"13.0189, 89.182",22690,1970,7.456204454700401,5.933727354141617,7.808448069961653,3.8752440518349496,36.51732229571078
Delhi,Organic,8105,40,14376,8,Recycling,3175,12,Delhi Landfill,"30.2591, 91.9376",74509,1970,6.226265369278462,5.248896724413342,6.294970491573825,4.027677466221695,37.228024115202
Patna,Hazardous,8112,75,16101,8,Landfill,4847,14,Patna Landfill,"18.5496, 94.8411",67316,1970,6.78956843108779,9.027398539922462,6.536044353146157,7.595212834126874,77.4584295685941
Vadodara,Hazardous,5593,33,21598,6,Landfill,1520,5,Vadodara Landfill,"31.3853, 71.6585",24927,1970,3.0147098712605,7.616964957091642,6.213848987222728,3.021238696446064,30.65553249312672
Chennai,Hazardous,1639,50,21430,9,Composting,3225,19,Chennai Landfill,"29.4633, 80.8873",65486,1970,8.713646246153267,7.028428990220698,9.096287287479615,4.90188719989073,49.80416950711419
Delhi,Construction,1887,80,14376,7,Incineration,4307,4,Delhi Landfill,"30.2591, 91.9376",74509,1970,3.048567540706325,9.0169480369132,3.8488260681348554,8.364433246868364,80.42514806126442
Surat,Hazardous,1873,70,24032,9,Recycling,3643,2,Surat Landfill,"32.805, 89.0238",38471,1970,2.6739934018310625,7.380033720298517,5.521459638721472,6.53046368630896,67.30084757689694
Jabalpur,E-Waste,5990,37,7118,6,Incineration,3278,2,Jabalpur Landfill,"20.0639, 89.516",63720,1970,2.114804100336869,7.349999201557529,1.4862555528987051,3.294965275228377,36.72537806842224
Guwahati,Construction,3438,63,22866,8,Incineration,1247,1,Guwahati Landfill,"19.7894, 85.8429",60935,1970,2.050446406395169,7.686889361532166,5.181426710004199,6.203207756133252,61.2870035251816
Thiruvananthapuram,Construction,917,35,18418,7,Incineration,1559,14,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,6.98429586128175,8.767857273512883,7.376470993724371,3.826551074191464,34.68127553570819
Nagpur,Construction,1312,65,19087,8,Incineration,4213,6,Nagpur Landfill,"35.7049, 71.8706",49830,1970,4.200966917609495,9.37102296060039,5.552785741724214,6.622689540949797,66.18084412250293
Chennai,Hazardous,651,46,21430,8,Recycling,533,7,Chennai Landfill,"29.4633, 80.8873",65486,1970,4.290814221646115,7.493610871349924,6.421684532658286,4.683190804277098,43.423384765072925
Hyderabad,Organic,6905,46,7927,5,Incineration,1624,2,Hyderabad Landfill,"34.069, 82.1518",34239,1970,1.787816711374818,4.545498926521231,1.7736277199059696,4.356463061016767,45.34596536478045
Kolkata,Organic,9186,35,17335,6,Landfill,4649,9,Kolkata Landfill,"16.068, 72.6096",80985,1970,4.460984675550696,2.5037535036425,6.236806205298317,3.06701653775121,32.32654912224814
Ahmedabad,Hazardous,4104,83,9464,9,Incineration,3750,5,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,3.817661426254196,9.090105799447286,3.3414549198616026,8.289624462050245,80.7768395009729
Ahmedabad,Construction,5933,68,9464,8,Landfill,2882,7,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,4.576701893787972,8.148588836196263,3.4656449132736307,7.041641451836043,67.79313755141943
Coimbatore,Organic,8565,52,12073,7,Landfill,3047,20,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,9.022349317424894,3.649954551577882,7.4345878246436,4.846436256602816,50.9506751858664
Hyderabad,Hazardous,1887,48,7927,7,Composting,3526,17,Hyderabad Landfill,"34.069, 82.1518",34239,1970,7.843220230397965,8.152357760501232,5.915121223617788,4.739740486507908,47.87163167742237
Patna,E-Waste,2971,34,16101,10,Recycling,3891,11,Patna Landfill,"18.5496, 94.8411",67316,1970,6.4861236303461824,7.770791845279485,6.0093205272098285,3.6511771369540416,35.67893700903681
Kolkata,Hazardous,956,81,17335,9,Landfill,673,10,Kolkata Landfill,"16.068, 72.6096",80985,1970,5.574191575088704,7.45807867986699,6.496864470013004,7.767491089094108,83.30718068663386
Visakhapatnam,Plastic,4884,56,12359,5,Recycling,895,11,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,5.243590510540391,8.719859928848022,4.898334851804309,5.578491070107189,56.16833646037139
Lucknow,Organic,3449,55,23465,6,Landfill,4823,12,Lucknow Landfill,"10.3904, 81.8808",80251,1970,6.015798548479546,3.1264101862554874,7.425932232922632,5.0006533907613,59.24954280603392
Surat,Construction,9396,61,24032,10,Landfill,3159,11,Surat Landfill,"32.805, 89.0238",38471,1970,6.260886911131813,8.214893037778152,7.259038469079292,5.62497166211705,57.04354950125038
Visakhapatnam,Hazardous,7605,31,12359,8,Composting,1191,16,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,7.580876527070981,7.117924474313561,6.766004141317163,2.852311927069687,29.067507360493494
Kolkata,Construction,4954,63,17335,10,Incineration,1135,14,Kolkata Landfill,"16.068, 72.6096",80985,1970,7.4707175947434035,7.657495780402623,6.659004487564304,5.830026005329392,62.24739855015001
Madurai,Construction,7206,74,19454,9,Landfill,3529,4,Madurai Landfill,"13.1884, 95.8263",51929,1970,3.521360037493527,7.130370652156205,5.430079850141189,7.533711599765529,74.15960296811747
Lucknow,E-Waste,9765,52,23465,10,Recycling,2068,15,Lucknow Landfill,"10.3904, 81.8808",80251,1970,7.7487927948567235,8.325350682098835,8.297782070099785,5.570669034125517,54.6626781239768
Madurai,Organic,2461,33,19454,6,Landfill,3223,4,Madurai Landfill,"13.1884, 95.8263",51929,1970,2.737530503241226,2.3845113340816946,5.1958379808209365,2.903434114860484,29.999556277106127
Nagpur,Organic,3596,78,19087,6,Incineration,2010,6,Nagpur Landfill,"35.7049, 71.8706",49830,1970,3.52443067601934,4.4813247000749845,5.211562361628527,7.978499968292638,78.72828059210933
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,1970,6.600830173261014,6.758744939991168,7.488063727417729,4.3810497501668895,44.73448994022992
Hyderabad,Organic,588,32,7927,6,Incineration,3131,5,Hyderabad Landfill,"34.069, 82.1518",34239,1970,3.2484018872431712,5.33150993808549,2.767045308661612,3.673076797912299,31.39563882603476
Indore,Plastic,9082,78,2929,9,Incineration,4800,16,Indore Landfill,"24.6237, 95.1044",61142,1970,8.280410834930581,8.737462427778349,4.803991232845829,8.269723632797977,77.95544204163258
Jabalpur,Organic,1169,71,7118,6,Incineration,3046,16,Jabalpur Landfill,"20.0639, 89.516",63720,1970,7.543058543969678,4.429818998500803,5.97812443113331,6.600030718845384,71.48624691702578
Delhi,Organic,9617,36,14376,6,Recycling,2676,5,Delhi Landfill,"30.2591, 91.9376",74509,1970,3.077236898092021,5.053911936629589,3.8127877902478176,3.3288754624834995,32.84600703561801
Hyderabad,Hazardous,742,83,7927,5,Composting,2985,12,Hyderabad Landfill,"34.069, 82.1518",34239,1970,5.756460585076849,7.071819334797268,4.553549068160328,7.862564842219451,81.92936657486469
Nagpur,Construction,6771,63,19087,8,Composting,3379,13,Nagpur Landfill,"35.7049, 71.8706",49830,1970,6.693134082049034,8.59669363887193,7.639402535410457,6.64810923501563,58.82704468325783
Surat,E-Waste,6680,31,24032,6,Composting,3367,14,Surat Landfill,"32.805, 89.0238",38471,1970,6.611335112076824,8.142200057848571,8.012103116776107,2.7606795847118453,31.7029598007044
Amritsar,Construction,1796,34,12612,6,Composting,2113,15,Amritsar Landfill,"22.6059, 88.4682",31477,1970,6.885773812541231,8.596831675582008,6.461587202667326,3.1226760791230848,33.675752049040284
Amritsar,Plastic,9094,46,12612,9,Incineration,4893,19,Amritsar Landfill,"22.6059, 88.4682",31477,1970,8.938033289573674,6.967091106427999,7.546461829582951,4.1165924806325975,46.75927929677193
Jaipur,E-Waste,4152,65,2335,7,Recycling,657,5,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.4437521780790328,6.309251020191662,1.8667323761146493,6.374548243379581,65.4581493764114
Guwahati,Construction,9229,69,22866,8,Landfill,728,0,Guwahati Landfill,"19.7894, 85.8429",60935,1970,1.7294959579123068,7.315142631261684,4.325759991255365,7.058159824297573,68.91021393975493
Ahmedabad,Construction,8892,54,9464,5,Composting,2781,20,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,8.786571569846988,6.038660812538415,7.280165048229077,5.272173255246897,54.69341995520984
Amritsar,E-Waste,2239,71,12612,10,Landfill,1403,0,Amritsar Landfill,"22.6059, 88.4682",31477,1970,2.222062740963679,7.500881908358934,2.229907135961681,7.259505981651327,71.3510724591572
Meerut,Hazardous,1168,69,7178,7,Incineration,2332,11,Meerut Landfill,"14.3552, 72.9863",56989,1970,5.487244615784832,8.463126933235891,4.475826481814704,7.246887224428953,70.56717932959721
Lucknow,Organic,9845,55,23465,9,Recycling,3000,7,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.842728415741029,3.3816981400506383,7.113176022071449,5.908434551879376,57.292881740801455
Patna,E-Waste,4581,38,16101,10,Recycling,874,14,Patna Landfill,"18.5496, 94.8411",67316,1970,7.2139685483918115,6.212133397913002,7.121031271244696,4.057048114698626,36.85650791608788
Amritsar,Hazardous,2184,36,12612,8,Composting,1069,14,Amritsar Landfill,"22.6059, 88.4682",31477,1970,7.16526767042252,6.34619762700181,6.057584124190536,3.3338128330930643,34.114883988416246
Thiruvananthapuram,Organic,3645,54,18418,10,Incineration,2113,18,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,8.746743400608668,3.9897157321391097,8.612605752046063,5.4768573811327,52.570638646019134
Madurai,Plastic,8741,53,19454,9,Landfill,1385,12,Madurai Landfill,"13.1884, 95.8263",51929,1970,6.704248577292012,8.03380568210874,7.368908336269535,5.476361067872724,52.38876177786337
Jaipur,Organic,6175,80,2335,9,Recycling,765,19,Jaipur Landfill,"11.6909, 94.4267",71127,1970,8.7003127721547,2.1923060258525227,5.2057988540434215,8.325710951560668,80.46557348588033
Kanpur,Plastic,4064,36,18697,10,Landfill,2196,4,Kanpur Landfill,"13.0189, 89.182",22690,1970,3.76856356737604,8.38203685411123,4.747142797116748,3.1301038722113192,35.137748860849804
Jabalpur,Construction,2595,81,7118,7,Composting,993,14,Jabalpur Landfill,"20.0639, 89.516",63720,1970,6.652255535617298,5.386027001575721,5.064655664961723,8.131871766505018,84.59745003670263
Bengaluru,Construction,3159,43,18195,10,Recycling,4007,7,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,5.030796216061207,8.99155935730569,5.945520707103393,4.499639569622121,45.769064095187815
Kolkata,Hazardous,626,53,17335,5,Recycling,4504,6,Kolkata Landfill,"16.068, 72.6096",80985,1970,3.4067699132602574,8.368732324130097,5.374217095894749,5.697365865790932,53.0376380994812
Rajkot,Plastic,2457,59,23232,8,Recycling,1467,16,Rajkot Landfill,"30.6193, 68.7432",62818,1970,8.098314817036893,8.0103623982056,8.476397224468128,6.063824474852725,58.525976059974745
Visakhapatnam,Construction,3381,48,12359,5,Landfill,4978,17,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,7.303647746563467,7.716072762683855,7.143194129008794,4.386032157032943,47.46270849338052
Mumbai,Organic,3348,79,11191,6,Incineration,2383,10,Mumbai Landfill,"22.4265, 77.4931",45575,1970,4.893045768386084,1.6164401952476664,4.560738184574024,7.712777989210354,78.84511307854801
Vadodara,Hazardous,2986,33,21598,5,Composting,755,17,Vadodara Landfill,"31.3853, 71.6585",24927,1970,7.025338469226239,7.859130246749067,9.106232348645849,3.4838664518353437,32.51866965093957
Chennai,Organic,5933,71,21430,8,Recycling,3180,20,Chennai Landfill,"29.4633, 80.8873",65486,1970,9.392985682370702,2.582593397640388,9.064003404274825,7.206846955540139,68.71798298049453
Chennai,Construction,4259,65,21430,7,Composting,1620,10,Chennai Landfill,"29.4633, 80.8873",65486,1970,5.451903429069569,8.57867735150301,7.409411189755307,6.031743765372989,65.28196539922412
Guwahati,Plastic,2374,37,22866,5,Recycling,1243,13,Guwahati Landfill,"19.7894, 85.8429",60935,1970,6.026611542742021,6.8183322663750126,8.180109785154304,3.6176669958169945,35.214424969016235
Kolkata,E-Waste,812,50,17335,10,Recycling,3118,16,Kolkata Landfill,"16.068, 72.6096",80985,1970,8.04915460876208,9.091714147051722,7.476462723364008,5.4972378999036025,52.17753930843335
Lucknow,Construction,4060,77,23465,6,Landfill,1363,20,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.82828235865173,6.381252254208578,10.0,7.4914609134937935,81.60727750420958
Ludhiana,Construction,5767,31,8678,8,Recycling,2861,3,Ludhiana Landfill,"10.3062, 77.427",69241,1970,2.8964736946184275,6.5071121812959625,2.880252558252467,3.2796972168333456,31.098616663040445
Lucknow,Organic,8622,42,23465,6,Recycling,2945,20,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.635101986140352,5.00998658599145,9.455113852306644,4.187265354100051,40.352129026056
Ludhiana,E-Waste,7345,63,8678,9,Recycling,4668,11,Ludhiana Landfill,"10.3062, 77.427",69241,1970,5.9024818615243815,9.586148451771097,4.760970151188945,6.560160929790159,62.814111586772825
Pune,E-Waste,8098,36,12547,9,Incineration,2009,5,Pune Landfill,"28.7237, 84.2278",49524,1970,3.9898591635241454,6.603846712263987,3.6260605293634,3.5878343185440125,34.24645243757631
Coimbatore,Hazardous,5816,67,12073,5,Recycling,4556,15,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,6.615486994029137,6.943123655715651,6.394141341387307,6.431380636376848,64.15405014947666
Rajkot,Construction,7305,44,23232,5,Recycling,2973,8,Rajkot Landfill,"30.6193, 68.7432",62818,1970,3.969721450811423,8.426247808024883,6.351679300699525,3.989876851736161,44.594488546760246
Nashik,Construction,6834,47,2929,8,Recycling,3071,11,Nashik Landfill,"14.6177, 91.4568",63245,1970,5.703069346254188,8.590637673947672,3.5558256126286505,5.128859549845566,52.629308888945104
Mumbai,Construction,5862,48,11191,7,Landfill,2867,19,Mumbai Landfill,"22.4265, 77.4931",45575,1970,8.515806545489134,7.843221104602351,7.381836604814861,4.53201818030881,50.90185509655842
